#,"Número de factura",Proveedor,Contrato,Orden,Ejercicio,Trimestre,Monto,"Archivo factura en PDF (Vínculo al archivo)","Archivo factura en XML (Vínculo al archivo)","Fecha de erogación",Estatus
164,"AGOSTO 149","Promovisión del Caribe S.A. de C.V.",017/2016,"Sin orden de compra",2016,"3er Trimestre (Julio-Septiembre)",1624000.00,,,2016-08-31,Activo
165,"ENERO 6342","Asesoría Dinámica del Sur S.A. de C.V.",018/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",49284.00,,,2016-01-31,Activo
166,"ENERO 063","Silvia Guadalupe Peraza Azueta",055/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",80000.00,,,2016-01-31,Activo
167,"FEBRERO 067","Silvia Guadalupe Peraza Azueta",055/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",80000.00,,,2016-02-29,Activo
168,"FEBRERO 6363","Asesoría Dinámica del Sur S.A. de C.V.",018/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",49284.00,,,2016-02-29,Activo
169,"MARZO 068","Silvia Guadalupe Peraza Azueta",055/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",80000.00,,,2016-03-31,Activo
170,"MARZO 6461","Asesoría Dinámica del Sur S.A. de C.V.",018/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",49284.00,,,2016-03-31,Activo
171,"ABRIL 070","Silvia Guadalupe Peraza Azueta",055/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",80000.00,,,2016-04-30,Activo
172,"MAYO 072","Silvia Guadalupe Peraza Azueta",055/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",80000.00,,,2016-05-31,Activo
173,"ABRIL 6513","Asesoría Dinámica del Sur S.A. de C.V.",018/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",49284.00,,,2016-04-30,Activo
174,"JUNIO 074","Silvia Guadalupe Peraza Azueta",055/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",80000.00,,,2016-06-30,Activo
175,"JULIO 077","Silvia Guadalupe Peraza Azueta",055/2016,"Sin orden de compra",2016,"3er Trimestre (Julio-Septiembre)",80000.00,,,2016-07-31,Activo
176,"AGOSTO 079","Silvia Guadalupe Peraza Azueta",055/2016,"Sin orden de compra",2016,"3er Trimestre (Julio-Septiembre)",80000.00,,,2016-08-31,Activo
177,"SEPTIEMBRE 081","Silvia Guadalupe Peraza Azueta",055/2016,"Sin orden de compra",2016,"3er Trimestre (Julio-Septiembre)",80000.00,,,2016-09-30,Activo
178,"MAYO 6658","Asesoría Dinámica del Sur S.A. de C.V.",018/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",49284.00,,,2016-05-31,Activo
179,"JUNIO 6674","Asesoría Dinámica del Sur S.A. de C.V.",018/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",49284.00,,,2016-06-30,Activo
180,"JULIO  6751","Asesoría Dinámica del Sur S.A. de C.V.",018/2016,"Sin orden de compra",2016,"3er Trimestre (Julio-Septiembre)",49284.00,,,2016-07-31,Activo
181,"AGOSTO 6824","Asesoría Dinámica del Sur S.A. de C.V.",018/2016,"Sin orden de compra",2016,"3er Trimestre (Julio-Septiembre)",49284.00,,,2016-08-31,Activo
182,"ENERO 138, FEBRERO 140, MARZO 144","Rosario de Fátima Vázquez Hernández",019/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",388342.71,,,2016-01-31,Activo
183,"abril 148, mayo 152, junio 156","Rosario de Fátima Vázquez Hernández",019/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",388342.71,,,2016-06-30,Activo
184,"Julio 161, agosto 170,septiembre 172","Rosario de Fátima Vázquez Hernández",019/2016,"Sin orden de compra",2016,"3er Trimestre (Julio-Septiembre)",388342.71,,,2016-09-30,Activo
185,"Enero 404, febrero 408, marzo 420","Servicios Informativos de Quintana Roo S.A. de C.V.",020/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",287802.00,,,2016-03-31,Activo
186,"abril 429, mayo 442, junio 448","Servicios Informativos de Quintana Roo S.A. de C.V.",020/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",287802.00,,,2016-06-30,Activo
187,"julio 468, agosto 471.","Servicios Informativos de Quintana Roo S.A. de C.V.",020/2016,"Sin orden de compra",2016,"3er Trimestre (Julio-Septiembre)",191868.00,,,2016-08-31,Activo
188,"ENERO 1952, FEBRERO 1962, MARZO 1994","Grupo Editorial Estos Días S.A. de C.V.",021/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",449550.03,,,2016-03-31,Activo
189,"ABRIL 2032, MAYO 2049, JUNIO 2087","Grupo Editorial Estos Días S.A. de C.V.",021/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",449550.03,,,2016-06-30,Activo
190,"JULIO 2144, AGOSTO 2187","Grupo Editorial Estos Días S.A. de C.V.",021/2016,"Sin orden de compra",2016,"3er Trimestre (Julio-Septiembre)",299700.02,,,2016-08-31,Activo
191,"ENERO 172, FEBRERO 176, MARZO 182","Promocenter Comunicación S.A. de C.V.",022/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",210000.00,,,2016-03-31,Activo
192,"ABRIL 190, MAYO 196,JUNIO 205","Promocenter Comunicación S.A. de C.V.",022/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",210000.00,,,2016-06-30,Activo
193,"JULIO 215, AGOSTO 219, SEPTIEMBRE 225","Promocenter Comunicación S.A. de C.V.",022/2016,"Sin orden de compra",2016,"3er Trimestre (Julio-Septiembre)",210000.00,,,2016-09-30,Activo
194,"ENERO 64, FEBRERO 65, MARZO 66","Comunicación y Presencia en Medios S.A. de C.V.",023/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",166500.00,,,2016-03-31,Activo
195,"ABRIL 70, MAYO 72, JUNIO 74","Comunicación y Presencia en Medios S.A. de C.V.",023/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",166500.00,,,2016-06-30,Activo
196,"JULIO 83","Comunicación y Presencia en Medios S.A. de C.V.",023/2016,"Sin orden de compra",2016,"3er Trimestre (Julio-Septiembre)",55500.00,,,2016-07-31,Activo
197,"ENERO 86, FEBRERO 87, MARZO 88","Silvia Reyes Vargas",024/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",99000.00,,,2016-03-31,Activo
198,"Enero 308, febrero 309, marzo 321","Rita Iliana Bacab Chavarria",175/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",328301.88,enerofebmar_365hekw2l1ico.pdf,,2016-03-31,Activo
199,"ABRIL 90, MAYO 92, JUNIO 93","Silvia Reyes Vargas",024/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",99000.00,,,2016-06-30,Activo
200,"JULIO 95","Silvia Reyes Vargas",024/2016,"Sin orden de compra",2016,"3er Trimestre (Julio-Septiembre)",33000.00,,,2016-07-31,Activo
201,"ENERO 081,FEBRERO 083,MARZO 085","Manuel Jesus Villanueva Enriquez",056/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",82896.21,,,2016-01-01,Activo
202,"Enero 278, febrero 279, marzo 291","Centro Internacional de Comercio y Publicidad S.A. de C.V.",205/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",227699.97,enero-feb-marzo.pdf,,2016-03-31,Activo
203,"ABRIL 086,MAYO 083,JUNIO 095","Manuel Jesus Villanueva Enriquez",056/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",82896.21,,,2016-04-01,Activo
204,"Enero 666, febrero 671, marzo 675","Starstreet S.A. de C.V.",149/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",319680.00,fac_ene-mar.pdf,,2016-03-31,Activo
205,"ENERO 212, FEBRERO 213, MARZO 224,","Esther Gomez Orozco",176/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",69600.00,enerofebmar_365hfj33dnuog.pdf,,2016-01-31,Activo
206,"abril 678, mayo 683, junio 686","Starstreet S.A. de C.V.",149/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",319680.00,fac_abril-jun.pdf,,2016-06-30,Activo
207,"julio 688.","Starstreet S.A. de C.V.",149/2016,"Sin orden de compra",2016,"3er Trimestre (Julio-Septiembre)",106560.00,fac_jul.pdf,,2016-07-31,Activo
208,"JULIO 106, AGOSTO 107","Manuel Jesus Villanueva Enriquez",056/2016,"Sin orden de compra",2016,"3er Trimestre (Julio-Septiembre)",55264.14,,,2016-07-01,Activo
209,"Enero 052, febrero 053, marzo 054","Irasema Guadalupe Velasco Argente",218/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",33158.49,fac_ene-mar_3656locfece8c.pdf,,2016-03-31,Activo
210,"ENERO 058, FEBRERO 059, MARZO 062","Nicolas Lizama Lizama",057/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",165792.45,,,2016-01-01,Activo
211,"julio 03912","Compañía Editorial  del Sureste SA DE CV",238/2016,"Sin orden de compra",2016,"3er Trimestre (Julio-Septiembre)",1189000.00,,,2016-07-01,Activo
212,"ABRIL 064, MAYO 066, JUNIO 068","Nicolas Lizama Lizama",057/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",165792.45,,,2016-04-01,Activo
213,"abril 055, mayo 056, junio 057","Irasema Guadalupe Velasco Argente",218/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",33158.49,fac_abril-jun_bex2805sqcwl.pdf,,2016-06-30,Activo
214,"julio 058, agosto 059.","Irasema Guadalupe Velasco Argente",218/2016,"Sin orden de compra",2016,"3er Trimestre (Julio-Septiembre)",22105.66,fac_julio-agos.pdf,,2016-08-31,Activo
215,"ENERO 171, FEBRERO 175, MARZO181","Promocenter Comunicación S.A. de C.V.",025/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",243600.00,,,2016-03-31,Activo
216,"abril 228, mayo 236, junio 240","Esther Gomez Orozco",176/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",69600.00,abrilmayjun.pdf,,2016-06-30,Activo
217,"Enero 747, febrero 755, marzo 760","Fernando Guadalupe Meraz Mejorado",165/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",52200.00,,,2016-03-31,Activo
218,"ABRIL 189, MAYO 195, JUNIO 204","Promocenter Comunicación S.A. de C.V.",025/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",243600.00,,,2016-06-30,Activo
219,"JULIO 213, AGOSTO 218, SEPTIEMBRE 224","Promocenter Comunicación S.A. de C.V.",025/2016,"Sin orden de compra",2016,"3er Trimestre (Julio-Septiembre)",243600.00,,,2016-09-30,Activo
220,"abril 772, mayo 783, junio 793.","Fernando Guadalupe Meraz Mejorado",165/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",52200.00,,,2016-06-30,Activo
221,"abril 306, mayo 320, junio 336.","Centro Internacional de Comercio y Publicidad S.A. de C.V.",205/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",227699.97,abrilmayojunio.pdf,,2016-06-30,Activo
222,"julio 253","Esther Gomez Orozco",176/2016,"Sin orden de compra",2016,"3er Trimestre (Julio-Septiembre)",23200.00,3ER._TRIM._176.pdf,,2016-07-31,Activo
223,"julio 03920","Compañía Editorial  del Sureste SA DE CV",237/2016,"Sin orden de compra",2016,"3er Trimestre (Julio-Septiembre)",1450000.00,,,2016-07-31,Activo
224,"ENERO 025, FEBRERO 026, MARZO 027","Jose Antonio Miranda Leal",058/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",33158.49,,,2016-01-01,Activo
225,"Enero 032, febrero 033","Eduardo Ochoa Guerrero",164/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",66600.00,fac_enero-feb.pdf,,2016-02-29,Activo
226,"enero 555, febrero 558, marzo 559,","Agencia Detrás de la Noticia S.A. de C.V",026/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",348000.00,,,2016-03-31,Activo
227,"Enero 845, febrero 846, marzo 847","Diario Imagen S.A. de C.V.",208/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",1044000.00,enefebmar.pdf,,2016-01-31,Activo
228,"033 enero,034 febrero,035 marzo","David Alejandro Herrera Paqui",112/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",49950.00,,,2016-03-31,Activo
229,"abril 564, mayo 567, junio 570.","Agencia Detrás de la Noticia S.A. de C.V",026/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",348000.00,,,2016-06-30,Activo
230,"abril 328, mayo 337, junio 347","Rita Iliana Bacab Chavarria",175/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",328301.88,2DO._TRIMESTRE_175.pdf,,2016-06-30,Activo
231,"Enero 1232, febrero 1305, marzo 1373","Organización Editorial Millastro S.A. de C.V.",138/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",870000.00,fac_ene-mar_3656p4w84su8k.pdf,,2016-03-31,Activo
232,"Julio 574","Agencia Detrás de la Noticia S.A. de C.V",026/2016,"Sin orden de compra",2016,"3er Trimestre (Julio-Septiembre)",116000.00,,,2016-07-31,Activo
233,"ABRIL 028, MAYO 029, JUNIO 030","Jose Antonio Miranda Leal",058/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",33158.49,,,2016-04-01,Activo
234,"Abril 035. Mayo 036, Junio 037","David Alejandro Herrera Paqui",112/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",49950.00,,,2016-06-30,Activo
235,"abril 1418, mayo 1464, junio 1562.","Organización Editorial Millastro S.A. de C.V.",138/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",870000.00,fac_abr-jun.pdf,,2016-06-30,Activo
236,"ENERO 096, FEBRERO 098, MARZO 100","María de los Angeles Balam Polanco",059/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",33300.03,,,2016-03-31,Activo
237,"ulio 353, agosto 361","Rita Iliana Bacab Chavarria",175/2015,"Sin orden de compra",2016,"3er Trimestre (Julio-Septiembre)",218867.92,,,2016-08-31,Activo
238,"Enero 033, Febrero 034, Marzo 035","Ernesto Joel Zamora Rangel",113/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",49950.00,,,2016-03-31,Activo
239,"Enero 028, febrero 029, marzo 030","Roció Guadalupe Ortega Pereira",103/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",59346.57,fac_ene-mar_3656q3lpfd44k.pdf,,2016-03-31,Activo
240,"Abril 036. Mayo 038, Junio 039","Ernesto Joel Zamora Rangel",113/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",49950.00,,,2016-06-30,Activo
241,"enero 87, febrero 89, marzo 95,","Carlos Enrique Gasca Arceo",027/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",83250.00,,,2016-01-31,Activo
242,"abril 031, mayo 032, junio 033.","Roció Guadalupe Ortega Pereira",103/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",59346.57,fac_abr-jun_3656qepim9ogs.pdf,,2016-06-30,Activo
243,"abril 100, mayo 105, junio 112.","Carlos Enrique Gasca Arceo",027/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",83250.00,,,2016-06-30,Activo
244,"agosto 03961","Compañía Editorial  del Sureste SA DE CV",246/2016,"Sin orden de compra",2016,"3er Trimestre (Julio-Septiembre)",1160000.00,,,2016-08-31,Activo
245,"Enero 048, febrero 051, marzo 058","Leydi del Socorro Muñoz Sánchez",088/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",133200.00,fac_ene-mar_3656qrcfi9mow.pdf,,2016-03-31,Activo
246,"Enero 3314, febrero 3315, marzo 3347","La Crónica Diaria S.A. de C.V.",177/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",174000.00,enerofebmar_365hhtwfa84ks.pdf,,2016-03-31,Activo
247,"Enero 169, febrero 176, marzo 178","Lucio Manuel Castro Cervera",028/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",432900.00,,,2016-03-31,Activo
248,"abril 060, mayo 067, junio 068.","Leydi del Socorro Muñoz Sánchez",088/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",133200.00,fac_abr-jun_43xi95cwzcf.pdf,,2016-06-30,Activo
249,"abril 180, mayo 182, junio 189","Lucio Manuel Castro Cervera",028/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",432900.00,,,2016-06-30,Activo
250,"Enero 034, febrero 035, marzo 038","Juan Juárez Mauss",206/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",30300.00,fac_ene-mar_bex2qps5e1d8.pdf,,2016-03-31,Activo
251,"abril 658.","Constaregis Publicidad S.A. de C.V.",226/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",348000.00,,,2016-04-30,Activo
252,"julio 191, agosto 195, septiembre 197","Lucio Manuel Castro Cervera",028/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",432900.00,,,2016-09-30,Activo
253,"abril 3491, mayo 3711, junio 3806","La Crónica Diaria S.A. de C.V.",177/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",174000.00,,,2016-06-30,Activo
254,"abril 963, mayo 1047, junio 1151","Diario Imagen S.A. de C.V.",208/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",1044000.00,abrilmayojunio_365elfszcfmsg.pdf,,2016-06-30,Activo
255,"abril 040, mayo 041, junio 044.","Juan Juárez Mauss",206/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",30300.00,fac_abr-jun_bex2ry6extzy.pdf,,2016-06-30,Activo
256,"ENERO 3572, FEBRERO 3683, MARZO 3796","Luis Alberto Pavia Mendoza",081/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",333000.00,,,2016-01-01,Activo
257,"Enero 080, Febrero 083, Marzo 086","Jarvex S.A. de C.V.",114/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",321180.03,,,2016-03-31,Activo
258,"enero 3657, febrero 3658, marzo 3718","Luna Medios, S.A. de C.V.",029/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",402930.00,,,2016-01-31,Activo
259,"Julio 3923","La Crónica Diaria S.A. de C.V.",177/2016,"Sin orden de compra",2016,"3er Trimestre (Julio-Septiembre)",58000.00,3ER._TRIM._177.pdf,,2016-07-31,Activo
260,"Abril 3824, mayo 3873, junio 3898","Luna Medios, S.A. de C.V.",029/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",402930.00,,,2016-06-30,Activo
261,"Enero 12228, febrero 12409, marzo 1285","Grupo C y D del Caribe S.A. de C.V.",124/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",879112.02,fac_ene-mar_bex2tc176j5h.pdf,,2016-03-31,Activo
262,"abril 119.","Pedro Daniel Rodríguez Hernández",230/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",121471.00,,,2016-04-30,Activo
263,"Abril 089, Mayo 092, Junio 095","Jarvex S.A. de C.V.",114/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",321180.03,,,2016-06-30,Activo
264,"julio 1275, agosto 1276","Diario Imagen S.A. de C.V.",208/2016,"Sin orden de compra",2016,"3er Trimestre (Julio-Septiembre)",696000.00,julioagosto.pdf,,2016-08-31,Activo
265,"Julio 098, Agosto 103, Septiembre 105","Jarvex S.A. de C.V.",114/2016,"Sin orden de compra",2016,"3er Trimestre (Julio-Septiembre)",321180.03,,,2016-09-30,Activo
266,"Enero 079, febrero 080, marzo 083","Sofia Eugenia Martinez Corvera",178/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",121800.00,,,2016-03-31,Activo
267,"abril 13445, mayo 13952, junio 14461.","Grupo C y D del Caribe S.A. de C.V.",124/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",879112.02,fac_abr-jun_bex2u6ot1d76.pdf,,2016-06-30,Activo
268,"enero 3649, febrero 3651, marzo 3717","Luna Medios, S.A. de C.V.",030/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",399600.00,,,2016-03-31,Activo
269,"agosto 141.","Pedro Daniel Rodríguez Hernández",249/2016,"Sin orden de compra",2016,"3er Trimestre (Julio-Septiembre)",364415.09,,,2016-08-31,Activo
270,"Abril 3815, mayo 3877, junio 3896.","Luna Medios, S.A. de C.V.",030/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",399600.00,,,2016-06-30,Activo
271,"Enero 12231, febrero 12410, marzo 12858","Grupo C y D del Caribe S.A. de C.V.",125/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",761995.41,fac_ene-mar_3656sqoeu1ick.pdf,,2016-03-31,Activo
272,"abril 084, mayo 088, junio 090","Sofia Eugenia Martinez Corvera",178/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",121800.00,,,2016-06-30,Activo
273,"ABRIL 3963, MAYO 4103, JUNIO 4272","Luis Alberto Pavia Mendoza",081/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",333000.00,,,2016-04-01,Activo
274,"abril 13444, mayo 13955, junio 14460.","Grupo C y D del Caribe S.A. de C.V.",125/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",761995.41,fac_abr-jun_bex2wgg6nhyz.pdf,,2016-06-30,Activo
275,"enero 093, febrero 096, marzo 100","Iván Job Sánchez Núñez",031/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",366300.00,,,2016-03-31,Activo
276,"junio 20899.","Organización Editorial Acuario S.A. de C.V.",232/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",2320000.00,,,2016-06-30,Activo
277,"abril 102, mayo 105, junio 108.","Iván Job Sánchez Núñez",031/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",366300.00,,,2016-06-30,Activo
278,"julio 092.","Sofia Eugenia Martinez Corvera",178/2016,"Sin orden de compra",2016,"3er Trimestre (Julio-Septiembre)",40600.00,,,2016-07-31,Activo
279,"Enero 027, febrero 028, marzo 029","Selene Tapia Hernandez",209/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",66316.98,enefebmarzo.pdf,,2016-08-31,Activo
280,"Enero 12230, febrero 12412, marzo 1285","Grupo C y D del Caribe S.A. de C.V.",126/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",599398.68,fac_ene-mar_3656thzhxw6c0.pdf,,2016-03-31,Activo
281,"abril 13443, mayo 13954, junio 14459.","Grupo C y D del Caribe S.A. de C.V.",126/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",599398.68,fac_abr-jun_3656tq5k2o4ks.pdf,,2016-06-30,Activo
282,"Enero 12229, febrero 12411, marzo 12856","Grupo C y D del Caribe S.A. de C.V.",127/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",682080.00,fac_ene-mar_3656u0qtt4e8s.pdf,,2016-03-31,Activo
283,"Enero 3178, febrero 3179, marzo 3319","Extreme Energy S.A. de C.V.",180/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",900000.00,,,2016-03-31,Activo
284,"abril 030, mayo 031, junio 032","Selene Tapia Hernandez",209/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",66316.98,abrilmayojunio_365eqe79ofs4o.pdf,,2016-06-30,Activo
